Age#,Boarding point 1,Cabin,Category,Class,Destination,destination,Embarked,Gender,Name,NameRaw,Origin,Parch - Calc,parch calc 2,Passenger Id,Port,Sex,SibSp - Calc,sibsp calc2,Survived,Survived - Calc,Survived num,Ticket,Age,Dest Lat,Dest Long,Dest point,Fare,Fare Rounded,Number of Passengers,Origin Lat,Origin Lon,Origin Point,Parch,Pclass,Route,Sib Sp,Survival Percentage,SurvivedRaw,Wreck ship Latitude,Wreck ship longitude
36,Southampton,C46,Men,First,"New York, United States",New York,S,Male,Mr. Tyrell William Cavendish,"Cavendish, Mr. Tyrell William",Southampton,0,No,742,Southampton,male,1,Yes,Not Survived,Died,,19877,36,40.6677,-74.0407,Point,78.85,78,1,50.9167,-1.38333,Point,0,1,LineString,1,0,0,41.726931,-49.948253
20,Southampton,B57 B59 B63 B66,Women,First,"New York, United States",New York,C,Female,"Miss. Susan Parker ""Suzette"" Ryerson","Ryerson, Miss. Susan Parker ""Suzette""",Southampton,2,Yes,743,Cherbourg,female,2,Yes,Survived,Survived,,PC 17608,21,40.6677,-74.0407,Point,262.375,262,1,50.9167,-1.38333,Point,2,1,LineString,2,1,1,41.726931,-49.948253
24,Southampton,U4,Men,Third,"New York, United States",New York,S,Male,Mr. Neal McNamee,"McNamee, Mr. Neal",Southampton,0,No,744,Southampton,male,1,Yes,Not Survived,Died,,376566,24,40.6677,-74.0407,Point,16.1,16,1,50.9167,-1.38333,Point,0,3,LineString,1,0,0,41.726931,-49.948253
30,Southampton,U4,Men,Third,"New York, United States",New York,S,Male,Mr. Juho Stranden,"Stranden, Mr. Juho",Southampton,0,No,745,Southampton,male,0,No,Survived,Survived,,STON/O 2. 3101288,31,40.6677,-74.0407,Point,7.925,7,1,50.9167,-1.38333,Point,0,3,LineString,0,1,1,41.726931,-49.948253
70,Southampton,B22,Men,First,"New York, United States",New York,S,Male,Capt. Edward Gifford Crosby,"Crosby, Capt. Edward Gifford",Southampton,1,Yes,746,Southampton,male,1,Yes,Not Survived,Died,,WE/P 5735,70,40.6677,-74.0407,Point,71,71,1,50.9167,-1.38333,Point,1,1,LineString,1,0,0,41.726931,-49.948253
16,Southampton,U4,Men,Third,"New York, United States",New York,S,Male,Mr. Rossmore Edward Abbott,"Abbott, Mr. Rossmore Edward",Southampton,1,Yes,747,Southampton,male,1,Yes,Not Survived,Died,,C.A. 2673,16,40.6677,-74.0407,Point,20.25,20,1,50.9167,-1.38333,Point,1,3,LineString,1,0,0,41.726931,-49.948253
30,Southampton,U4,Women,Second,"New York, United States",New York,S,Female,Miss. Anna Sinkkonen,"Sinkkonen, Miss. Anna",Southampton,0,No,748,Southampton,female,0,No,Survived,Survived,,250648,30,40.6677,-74.0407,Point,13,13,1,50.9167,-1.38333,Point,0,2,LineString,0,1,1,41.726931,-49.948253
18,Southampton,D30,Men,First,"New York, United States",New York,S,Male,Mr. Daniel Warner Marvin,"Marvin, Mr. Daniel Warner",Southampton,0,No,749,Southampton,male,1,Yes,Not Survived,Died,,113773,19,40.6677,-74.0407,Point,53.1,53,1,50.9167,-1.38333,Point,0,1,LineString,1,0,0,41.726931,-49.948253
30,Southampton,U4,Men,Third,"New York, United States",New York,Q,Male,Mr. Michael Connaghton,"Connaghton, Mr. Michael",Southampton,0,No,750,Queenstown,male,0,No,Not Survived,Died,,335097,31,40.6677,-74.0407,Point,7.75,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
4,Southampton,U4,Children,Second,"New York, United States",New York,S,Female,Miss. Joan Wells,"Wells, Miss. Joan",Southampton,1,Yes,751,Southampton,female,1,Yes,Survived,Survived,,29103,4,40.6677,-74.0407,Point,23,23,1,50.9167,-1.38333,Point,1,2,LineString,1,1,1,41.726931,-49.948253
6,Southampton,E121,Children,Third,"New York, United States",New York,S,Male,Master. Meier Moor,"Moor, Master. Meier",Southampton,1,Yes,752,Southampton,male,0,No,Survived,Survived,,392096,6,40.6677,-74.0407,Point,12.475,12,1,50.9167,-1.38333,Point,1,3,LineString,0,1,1,41.726931,-49.948253
32,Southampton,U4,Men,Third,"New York, United States",New York,S,Male,Mr. Johannes Joseph Vande Velde,"Vande Velde, Mr. Johannes Joseph",Southampton,0,No,753,Southampton,male,0,No,Not Survived,Died,,345780,33,40.6677,-74.0407,Point,9.5,9,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
22,Southampton,U4,Men,Third,"New York, United States",New York,S,Male,Mr. Lalio Jonkoff,"Jonkoff, Mr. Lalio",Southampton,0,No,754,Southampton,male,0,No,Not Survived,Died,,349204,23,40.6677,-74.0407,Point,7.8958,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
48,Southampton,U4,Women,Second,"New York, United States",New York,S,Female,Mrs. Samuel (Jane Laver) Herman,"Herman, Mrs. Samuel (Jane Laver)",Southampton,2,Yes,755,Southampton,female,1,Yes,Survived,Survived,,220845,48,40.6677,-74.0407,Point,65,65,1,50.9167,-1.38333,Point,2,2,LineString,1,1,1,41.726931,-49.948253
,Southampton,U4,Children,Second,"New York, United States",New York,S,Male,Master. Viljo Hamalainen,"Hamalainen, Master. Viljo",Southampton,1,Yes,756,Southampton,male,1,Yes,Survived,Survived,,250649,,40.6677,-74.0407,Point,14.5,14,1,50.9167,-1.38333,Point,1,2,LineString,1,1,1,41.726931,-49.948253
28,Southampton,U4,Men,Third,"New York, United States",New York,S,Male,Mr. August Sigfrid Carlsson,"Carlsson, Mr. August Sigfrid",Southampton,0,No,757,Southampton,male,0,No,Not Survived,Died,,350042,28,40.6677,-74.0407,Point,7.7958,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
18,Southampton,U4,Men,Second,"New York, United States",New York,S,Male,Mr. Percy Andrew Bailey,"Bailey, Mr. Percy Andrew",Southampton,0,No,758,Southampton,male,0,No,Not Survived,Died,,29108,18,40.6677,-74.0407,Point,11.5,11,1,50.9167,-1.38333,Point,0,2,LineString,0,0,0,41.726931,-49.948253
34,Southampton,U4,Men,Third,"New York, United States",New York,S,Male,Mr. Thomas Leonard Theobald,"Theobald, Mr. Thomas Leonard",Southampton,0,No,759,Southampton,male,0,No,Not Survived,Died,,363294,34,40.6677,-74.0407,Point,8.05,8,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
32,Southampton,B77,Women,First,"New York, United States",New York,S,Female,the Countess. of (Lucy Noel Martha Dyer-Edwards) Rothes,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",Southampton,0,No,760,Southampton,female,0,No,Survived,Survived,,110152,33,40.6677,-74.0407,Point,86.5,86,1,50.9167,-1.38333,Point,0,1,LineString,0,1,1,41.726931,-49.948253
14,Southampton,U4,Men,Third,"New York, United States",New York,S,Male,Mr. John Garfirth,"Garfirth, Mr. John",Southampton,0,No,761,Southampton,male,0,No,Not Survived,Died,,358585,15,40.6677,-74.0407,Point,14.5,14,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
40,Southampton,U4,Men,Third,"New York, United States",New York,S,Male,Mr. Iisakki Antino Aijo Nirva,"Nirva, Mr. Iisakki Antino Aijo",Southampton,0,No,762,Southampton,male,0,No,Not Survived,Died,,SOTON/O2 3101272,41,40.6677,-74.0407,Point,7.125,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
20,Southampton,U4,Men,Third,"New York, United States",New York,C,Male,Mr. Hanna Assi Barah,"Barah, Mr. Hanna Assi",Southampton,0,No,763,Cherbourg,male,0,No,Survived,Survived,,2663,20,40.6677,-74.0407,Point,7.2292,7,1,50.9167,-1.38333,Point,0,3,LineString,0,1,1,41.726931,-49.948253
36,Southampton,B96 B98,Women,First,"New York, United States",New York,S,Female,Mrs. William Ernest (Lucile Polk) Carter,"Carter, Mrs. William Ernest (Lucile Polk)",Southampton,2,Yes,764,Southampton,female,1,Yes,Survived,Survived,,113760,36,40.6677,-74.0407,Point,120,120,1,50.9167,-1.38333,Point,2,1,LineString,1,1,1,41.726931,-49.948253
16,Southampton,U4,Men,Third,"New York, United States",New York,S,Male,Mr. Hans Linus Eklund,"Eklund, Mr. Hans Linus",Southampton,0,No,765,Southampton,male,0,No,Not Survived,Died,,347074,16,40.6677,-74.0407,Point,7.775,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
50,Southampton,D11,Women,First,"New York, United States",New York,S,Female,Mrs. John C (Anna Andrews) Hogeboom,"Hogeboom, Mrs. John C (Anna Andrews)",Southampton,0,No,766,Southampton,female,1,Yes,Survived,Survived,,13502,51,40.6677,-74.0407,Point,77.9583,77,1,50.9167,-1.38333,Point,0,1,LineString,1,1,1,41.726931,-49.948253
14,Southampton,U4,Men,First,"New York, United States",New York,C,Male,Dr. Arthur Jackson Brewe,"Brewe, Dr. Arthur Jackson",Southampton,0,No,767,Cherbourg,male,0,No,Not Survived,Died,,112379,15,40.6677,-74.0407,Point,39.6,39,1,50.9167,-1.38333,Point,0,1,LineString,0,0,0,41.726931,-49.948253
,Southampton,U4,Women,Third,"New York, United States",New York,Q,Female,Miss. Mary Mangan,"Mangan, Miss. Mary",Southampton,0,No,768,Queenstown,female,0,No,Not Survived,Died,,364850,,40.6677,-74.0407,Point,7.75,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
14,Southampton,U4,Men,Third,"New York, United States",New York,Q,Male,Mr. Daniel J Moran,"Moran, Mr. Daniel J",Southampton,0,No,769,Queenstown,male,1,Yes,Not Survived,Died,,371110,15,40.6677,-74.0407,Point,24.15,24,1,50.9167,-1.38333,Point,0,3,LineString,1,0,0,41.726931,-49.948253
32,Southampton,U4,Men,Third,"New York, United States",New York,S,Male,Mr. Daniel Danielsen Gronnestad,"Gronnestad, Mr. Daniel Danielsen",Southampton,0,No,770,Southampton,male,0,No,Not Survived,Died,,8471,32,40.6677,-74.0407,Point,8.3625,8,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
24,Southampton,U4,Men,Third,"New York, United States",New York,S,Male,Mr. Rene Aime Lievens,"Lievens, Mr. Rene Aime",Southampton,0,No,771,Southampton,male,0,No,Not Survived,Died,,345781,24,40.6677,-74.0407,Point,9.5,9,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
48,Southampton,U4,Men,Third,"New York, United States",New York,S,Male,Mr. Niels Peder Jensen,"Jensen, Mr. Niels Peder",Southampton,0,No,772,Southampton,male,0,No,Not Survived,Died,,350047,48,40.6677,-74.0407,Point,7.8542,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
56,Southampton,E77,Women,Second,"New York, United States",New York,S,Female,Mrs. (Mary) Mack,"Mack, Mrs. (Mary)",Southampton,0,No,773,Southampton,female,0,No,Not Survived,Died,,S.O./P.P. 3,57,40.6677,-74.0407,Point,10.5,10,1,50.9167,-1.38333,Point,0,2,LineString,0,0,0,41.726931,-49.948253
14,Southampton,U4,Men,Third,"New York, United States",New York,C,Male,Mr. Dibo Elias,"Elias, Mr. Dibo",Southampton,0,No,774,Cherbourg,male,0,No,Not Survived,Died,,2674,15,40.6677,-74.0407,Point,7.225,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
54,Southampton,U4,Women,Second,"New York, United States",New York,S,Female,Mrs. Elizabeth (Eliza Needs) Hocking,"Hocking, Mrs. Elizabeth (Eliza Needs)",Southampton,3,Yes,775,Southampton,female,1,Yes,Survived,Survived,,29105,54,40.6677,-74.0407,Point,23,23,1,50.9167,-1.38333,Point,3,2,LineString,1,1,1,41.726931,-49.948253
18,Southampton,U4,Men,Third,"New York, United States",New York,S,Male,Mr. Pehr Fabian Oliver Malkolm Myhrman,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",Southampton,0,No,776,Southampton,male,0,No,Not Survived,Died,,347078,18,40.6677,-74.0407,Point,7.75,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
14,Southampton,F38,Men,Third,"New York, United States",New York,Q,Male,Mr. Roger Tobin,"Tobin, Mr. Roger",Southampton,0,No,777,Queenstown,male,0,No,Not Survived,Died,,383121,15,40.6677,-74.0407,Point,7.75,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
4,Southampton,U4,Children,Third,"New York, United States",New York,S,Female,Miss. Virginia Ethel Emanuel,"Emanuel, Miss. Virginia Ethel",Southampton,0,No,778,Southampton,female,0,No,Survived,Survived,,364516,5,40.6677,-74.0407,Point,12.475,12,1,50.9167,-1.38333,Point,0,3,LineString,0,1,1,41.726931,-49.948253
14,Southampton,U4,Men,Third,"New York, United States",New York,Q,Male,Mr. Thomas J Kilgannon,"Kilgannon, Mr. Thomas J",Southampton,0,No,779,Queenstown,male,0,No,Not Survived,Died,,36865,15,40.6677,-74.0407,Point,7.7375,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
42,Southampton,B3,Women,First,"New York, United States",New York,S,Female,Mrs. Edward Scott (Elisabeth Walton McMillan) Robert,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",Southampton,1,Yes,780,Southampton,female,0,No,Survived,Survived,,24160,43,40.6677,-74.0407,Point,211.3375,211,1,50.9167,-1.38333,Point,1,1,LineString,0,1,1,41.726931,-49.948253
12,Southampton,U4,Children,Third,"New York, United States",New York,C,Female,Miss. Banoura Ayoub,"Ayoub, Miss. Banoura",Southampton,0,No,781,Cherbourg,female,0,No,Survived,Survived,,2687,13,40.6677,-74.0407,Point,7.2292,7,1,50.9167,-1.38333,Point,0,3,LineString,0,1,1,41.726931,-49.948253
16,Southampton,B20,Women,First,"New York, United States",New York,S,Female,Mrs. Albert Adrian (Vera Gillespie) Dick,"Dick, Mrs. Albert Adrian (Vera Gillespie)",Southampton,0,No,782,Southampton,female,1,Yes,Survived,Survived,,17474,17,40.6677,-74.0407,Point,57,57,1,50.9167,-1.38333,Point,0,1,LineString,1,1,1,41.726931,-49.948253
28,Southampton,D6,Men,First,"New York, United States",New York,S,Male,Mr. Milton Clyde Long,"Long, Mr. Milton Clyde",Southampton,0,No,783,Southampton,male,0,No,Not Survived,Died,,113501,29,40.6677,-74.0407,Point,30,30,1,50.9167,-1.38333,Point,0,1,LineString,0,0,0,41.726931,-49.948253
14,Southampton,U4,Men,Third,"New York, United States",New York,S,Male,Mr. Andrew G Johnston,"Johnston, Mr. Andrew G",Southampton,2,Yes,784,Southampton,male,1,Yes,Not Survived,Died,,W./C. 6607,15,40.6677,-74.0407,Point,23.45,23,1,50.9167,-1.38333,Point,2,3,LineString,1,0,0,41.726931,-49.948253
24,Southampton,U4,Men,Third,"New York, United States",New York,S,Male,Mr. William Ali,"Ali, Mr. William",Southampton,0,No,785,Southampton,male,0,No,Not Survived,Died,,SOTON/O.Q. 3101312,25,40.6677,-74.0407,Point,7.05,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
24,Southampton,U4,Men,Third,"New York, United States",New York,S,Male,Mr. Abraham (David Lishin) Harmer,"Harmer, Mr. Abraham (David Lishin)",Southampton,0,No,786,Southampton,male,0,No,Not Survived,Died,,374887,25,40.6677,-74.0407,Point,7.25,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
18,Southampton,U4,Women,Third,"New York, United States",New York,S,Female,Miss. Anna Sofia Sjoblom,"Sjoblom, Miss. Anna Sofia",Southampton,0,No,787,Southampton,female,0,No,Survived,Survived,,3101265,18,40.6677,-74.0407,Point,7.4958,7,1,50.9167,-1.38333,Point,0,3,LineString,0,1,1,41.726931,-49.948253
8,Southampton,U4,Children,Third,"New York, United States",New York,Q,Male,Master. George Hugh Rice,"Rice, Master. George Hugh",Southampton,1,Yes,788,Queenstown,male,4,Yes,Not Survived,Died,,382652,8,40.6677,-74.0407,Point,29.125,29,1,50.9167,-1.38333,Point,1,3,LineString,4,0,0,41.726931,-49.948253
0,Southampton,U4,Children,Third,"New York, United States",New York,S,Male,Master. Bertram Vere Dean,"Dean, Master. Bertram Vere",Southampton,2,Yes,789,Southampton,male,1,Yes,Survived,Survived,,C.A. 2315,1,40.6677,-74.0407,Point,20.575,20,1,50.9167,-1.38333,Point,2,3,LineString,1,1,1,41.726931,-49.948253
46,Southampton,B82 B84,Men,First,"New York, United States",New York,C,Male,Mr. Benjamin Guggenheim,"Guggenheim, Mr. Benjamin",Southampton,0,No,790,Cherbourg,male,0,No,Not Survived,Died,,PC 17593,46,40.6677,-74.0407,Point,79.2,79,1,50.9167,-1.38333,Point,0,1,LineString,0,0,0,41.726931,-49.948253
14,Southampton,U4,Men,Third,"New York, United States",New York,Q,Male,"Mr. Andrew ""Andy"" Keane","Keane, Mr. Andrew ""Andy""",Southampton,0,No,791,Queenstown,male,0,No,Not Survived,Died,,12460,15,40.6677,-74.0407,Point,7.75,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
16,Southampton,U4,Men,Second,"New York, United States",New York,S,Male,Mr. Alfred Gaskell,"Gaskell, Mr. Alfred",Southampton,0,No,792,Southampton,male,0,No,Not Survived,Died,,239865,16,40.6677,-74.0407,Point,26,26,1,50.9167,-1.38333,Point,0,2,LineString,0,0,0,41.726931,-49.948253
14,Southampton,U4,Women,Third,"New York, United States",New York,S,Female,Miss. Stella Anna Sage,"Sage, Miss. Stella Anna",Southampton,2,Yes,793,Southampton,female,8,Yes,Not Survived,Died,,CA. 2343,15,40.6677,-74.0407,Point,69.55,69,1,50.9167,-1.38333,Point,2,3,LineString,8,0,0,41.726931,-49.948253
14,Southampton,U4,Men,First,"New York, United States",New York,C,Male,Mr. William Fisher Hoyt,"Hoyt, Mr. William Fisher",Southampton,0,No,794,Cherbourg,male,0,No,Not Survived,Died,,PC 17600,15,40.6677,-74.0407,Point,30.6958,30,1,50.9167,-1.38333,Point,0,1,LineString,0,0,0,41.726931,-49.948253
24,Southampton,U4,Men,Third,"New York, United States",New York,S,Male,Mr. Ristiu Dantcheff,"Dantcheff, Mr. Ristiu",Southampton,0,No,795,Southampton,male,0,No,Not Survived,Died,,349203,25,40.6677,-74.0407,Point,7.8958,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
38,Southampton,U4,Men,Second,"New York, United States",New York,S,Male,Mr. Richard Otter,"Otter, Mr. Richard",Southampton,0,No,796,Southampton,male,0,No,Not Survived,Died,,28213,39,40.6677,-74.0407,Point,13,13,1,50.9167,-1.38333,Point,0,2,LineString,0,0,0,41.726931,-49.948253
48,Southampton,D17,Women,First,"New York, United States",New York,S,Female,Dr. Alice (Farnham) Leader,"Leader, Dr. Alice (Farnham)",Southampton,0,No,797,Southampton,female,0,No,Survived,Survived,,17465,49,40.6677,-74.0407,Point,25.9292,25,1,50.9167,-1.38333,Point,0,1,LineString,0,1,1,41.726931,-49.948253
30,Southampton,U4,Women,Third,"New York, United States",New York,S,Female,Mrs. Mara Osman,"Osman, Mrs. Mara",Southampton,0,No,798,Southampton,female,0,No,Survived,Survived,,349244,31,40.6677,-74.0407,Point,8.6833,8,1,50.9167,-1.38333,Point,0,3,LineString,0,1,1,41.726931,-49.948253
30,Southampton,U4,Men,Third,"New York, United States",New York,C,Male,Mr. Yousseff Ibrahim Shawah,"Ibrahim Shawah, Mr. Yousseff",Southampton,0,No,799,Cherbourg,male,0,No,Not Survived,Died,,2685,30,40.6677,-74.0407,Point,7.2292,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
30,Southampton,U4,Women,Third,"New York, United States",New York,S,Female,Mrs. Jean Baptiste (Rosalie Paula Govaert) Van Impe,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",Southampton,1,Yes,800,Southampton,female,1,Yes,Not Survived,Died,,345773,30,40.6677,-74.0407,Point,24.15,24,1,50.9167,-1.38333,Point,1,3,LineString,1,0,0,41.726931,-49.948253
34,Southampton,U4,Men,Second,"New York, United States",New York,S,Male,Mr. Martin Ponesell,"Ponesell, Mr. Martin",Southampton,0,No,801,Southampton,male,0,No,Not Survived,Died,,250647,34,40.6677,-74.0407,Point,13,13,1,50.9167,-1.38333,Point,0,2,LineString,0,0,0,41.726931,-49.948253
30,Southampton,U4,Women,Second,"New York, United States",New York,S,Female,Mrs. Harvey (Charlotte Annie Tate) Collyer,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",Southampton,1,Yes,802,Southampton,female,1,Yes,Survived,Survived,,C.A. 31921,31,40.6677,-74.0407,Point,26.25,26,1,50.9167,-1.38333,Point,1,2,LineString,1,1,1,41.726931,-49.948253
10,Southampton,B96 B98,Children,First,"New York, United States",New York,S,Male,Master. William Thornton II Carter,"Carter, Master. William Thornton II",Southampton,2,Yes,803,Southampton,male,1,Yes,Survived,Survived,,113760,11,40.6677,-74.0407,Point,120,120,1,50.9167,-1.38333,Point,2,1,LineString,1,1,1,41.726931,-49.948253
,Southampton,U4,Children,Third,"New York, United States",New York,C,Male,Master. Assad Alexander Thomas,"Thomas, Master. Assad Alexander",Southampton,1,Yes,804,Cherbourg,male,0,No,Survived,Survived,,2625,,40.6677,-74.0407,Point,8.5167,8,1,50.9167,-1.38333,Point,1,3,LineString,0,1,1,41.726931,-49.948253
26,Southampton,U4,Men,Third,"New York, United States",New York,S,Male,Mr. Oskar Arvid Hedman,"Hedman, Mr. Oskar Arvid",Southampton,0,No,805,Southampton,male,0,No,Survived,Survived,,347089,27,40.6677,-74.0407,Point,6.975,6,1,50.9167,-1.38333,Point,0,3,LineString,0,1,1,41.726931,-49.948253
30,Southampton,U4,Men,Third,"New York, United States",New York,S,Male,Mr. Karl Johan Johansson,"Johansson, Mr. Karl Johan",Southampton,0,No,806,Southampton,male,0,No,Not Survived,Died,,347063,31,40.6677,-74.0407,Point,7.775,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
38,Southampton,A36,Men,First,"New York, United States",New York,S,Male,Mr. Thomas Jr Andrews,"Andrews, Mr. Thomas Jr",Southampton,0,No,807,Southampton,male,0,No,Not Survived,Died,,112050,39,40.6677,-74.0407,Point,0,0,1,50.9167,-1.38333,Point,0,1,LineString,0,0,0,41.726931,-49.948253
18,Southampton,U4,Women,Third,"New York, United States",New York,S,Female,Miss. Ellen Natalia Pettersson,"Pettersson, Miss. Ellen Natalia",Southampton,0,No,808,Southampton,female,0,No,Not Survived,Died,,347087,18,40.6677,-74.0407,Point,7.775,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
38,Southampton,U4,Men,Second,"New York, United States",New York,S,Male,Mr. August Meyer,"Meyer, Mr. August",Southampton,0,No,809,Southampton,male,0,No,Not Survived,Died,,248723,39,40.6677,-74.0407,Point,13,13,1,50.9167,-1.38333,Point,0,2,LineString,0,0,0,41.726931,-49.948253
32,Southampton,E8,Women,First,"New York, United States",New York,S,Female,Mrs. Norman Campbell (Bertha Griggs) Chambers,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",Southampton,0,No,810,Southampton,female,1,Yes,Survived,Survived,,113806,33,40.6677,-74.0407,Point,53.1,53,1,50.9167,-1.38333,Point,0,1,LineString,1,1,1,41.726931,-49.948253
26,Southampton,U4,Men,Third,"New York, United States",New York,S,Male,Mr. William Alexander,"Alexander, Mr. William",Southampton,0,No,811,Southampton,male,0,No,Not Survived,Died,,3474,26,40.6677,-74.0407,Point,7.8875,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
38,Southampton,U4,Men,Third,"New York, United States",New York,S,Male,Mr. James Lester,"Lester, Mr. James",Southampton,0,No,812,Southampton,male,0,No,Not Survived,Died,,A/4 48871,39,40.6677,-74.0407,Point,24.15,24,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
34,Southampton,U4,Men,Second,"New York, United States",New York,S,Male,Mr. Richard James Slemen,"Slemen, Mr. Richard James",Southampton,0,No,813,Southampton,male,0,No,Not Survived,Died,,28206,35,40.6677,-74.0407,Point,10.5,10,1,50.9167,-1.38333,Point,0,2,LineString,0,0,0,41.726931,-49.948253
6,Southampton,U4,Children,Third,"New York, United States",New York,S,Female,Miss. Ebba Iris Alfrida Andersson,"Andersson, Miss. Ebba Iris Alfrida",Southampton,2,Yes,814,Southampton,female,4,Yes,Not Survived,Died,,347082,6,40.6677,-74.0407,Point,31.275,31,1,50.9167,-1.38333,Point,2,3,LineString,4,0,0,41.726931,-49.948253
,Southampton,U4,Men,Third,"New York, United States",New York,S,Male,Mr. Ernest Portage Tomlin,"Tomlin, Mr. Ernest Portage",Southampton,0,No,815,Southampton,male,0,No,Not Survived,Died,,364499,,40.6677,-74.0407,Point,8.05,8,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
14,Southampton,B102,Men,First,"New York, United States",New York,S,Male,Mr. Richard Fry,"Fry, Mr. Richard",Southampton,0,No,816,Southampton,male,0,No,Not Survived,Died,,112058,15,40.6677,-74.0407,Point,0,0,1,50.9167,-1.38333,Point,0,1,LineString,0,0,0,41.726931,-49.948253
22,Southampton,U4,Women,Third,"New York, United States",New York,S,Female,Miss. Wendla Maria Heininen,"Heininen, Miss. Wendla Maria",Southampton,0,No,817,Southampton,female,0,No,Not Survived,Died,,STON/O2. 3101290,23,40.6677,-74.0407,Point,7.925,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
30,Southampton,U4,Men,Second,"New York, United States",New York,C,Male,Mr. Albert Mallet,"Mallet, Mr. Albert",Southampton,1,Yes,818,Cherbourg,male,1,Yes,Not Survived,Died,,S.C./PARIS 2079,31,40.6677,-74.0407,Point,37.0042,37,1,50.9167,-1.38333,Point,1,2,LineString,1,0,0,41.726931,-49.948253
42,Southampton,U4,Men,Third,"New York, United States",New York,S,Male,Mr. John Fredrik Alexander Holm,"Holm, Mr. John Fredrik Alexander",Southampton,0,No,819,Southampton,male,0,No,Not Survived,Died,,C 7075,43,40.6677,-74.0407,Point,6.45,6,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
10,Southampton,U2,Children,Third,"New York, United States",New York,S,Male,Master. Karl Thorsten Skoog,"Skoog, Master. Karl Thorsten",Southampton,2,Yes,820,Southampton,male,3,Yes,Not Survived,Died,,347088,10,40.6677,-74.0407,Point,27.9,27,1,50.9167,-1.38333,Point,2,3,LineString,3,0,0,41.726931,-49.948253
52,Southampton,B69,Women,First,"New York, United States",New York,S,Female,Mrs. Charles Melville (Clara Jennings Gregg) Hays,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",Southampton,1,Yes,821,Southampton,female,1,Yes,Survived,Survived,,12749,52,40.6677,-74.0407,Point,93.5,93,1,50.9167,-1.38333,Point,1,1,LineString,1,1,1,41.726931,-49.948253
26,Southampton,U2,Men,Third,"New York, United States",New York,S,Male,Mr. Nikola Lulic,"Lulic, Mr. Nikola",Southampton,0,No,822,Southampton,male,0,No,Survived,Survived,,315098,27,40.6677,-74.0407,Point,8.6625,8,1,50.9167,-1.38333,Point,0,3,LineString,0,1,1,41.726931,-49.948253
38,Southampton,U2,Men,First,"New York, United States",New York,S,Male,Jonkheer. John George Reuchlin,"Reuchlin, Jonkheer. John George",Southampton,0,No,823,Southampton,male,0,No,Not Survived,Died,,19972,38,40.6677,-74.0407,Point,0,0,1,50.9167,-1.38333,Point,0,1,LineString,0,0,0,41.726931,-49.948253
